* This is the BiomeMobWeight report file that is output every time the server starts.,RESTART GAME FOR CHANGES TO TAKE EFFECT,,NEGATIVE WEIGHT = NO SPAWN,SERVERCORE CONFIG FOR MOB CATEGORY CAPS,,,
5219, none, blueprint:original_source_marker, WATER_CREATURE, born_in_chaos_v1:corpse_fish,5,3,5
5220, none, blueprint:original_source_marker, WATER_CREATURE, born_in_chaos_v1:glutton_fish,2,1,1
5221, none, blueprint:original_source_marker, WATER_AMBIENT, aquaculture:bluegill,20,1,6
5222, none, blueprint:original_source_marker, WATER_AMBIENT, aquaculture:brown_trout,10,1,3
5223, none, blueprint:original_source_marker, WATER_AMBIENT, aquaculture:carp,10,1,3
5224, none, blueprint:original_source_marker, WATER_AMBIENT, aquaculture:catfish,1,1,1
5225, none, blueprint:original_source_marker, WATER_AMBIENT, aquaculture:gar,6,1,2
5226, none, blueprint:original_source_marker, WATER_AMBIENT, aquaculture:minnow,18,1,5
5227, none, blueprint:original_source_marker, WATER_AMBIENT, aquaculture:muskellunge,3,1,1
5228, none, blueprint:original_source_marker, WATER_AMBIENT, aquaculture:perch,20,1,6
5229, none, blueprint:original_source_marker, WATER_AMBIENT, aquaculture:smallmouth_bass,10,1,3
5230, none, lionfishapi:original_source_marker, MONSTER, alexsmobs:farseer,30,1,1
5231, none, lionfishapi:original_source_marker, MONSTER, born_in_chaos_v1:baby_skeleton,25,1,2
5232, none, lionfishapi:original_source_marker, MONSTER, born_in_chaos_v1:baby_spider,16,3,5
5233, none, lionfishapi:original_source_marker, MONSTER, born_in_chaos_v1:barrel_zombie,25,1,1
5234, none, lionfishapi:original_source_marker, MONSTER, born_in_chaos_v1:bloody_gadfly,15,1,1
5235, none, lionfishapi:original_source_marker, MONSTER, born_in_chaos_v1:bonescaller,11,1,1
5236, none, lionfishapi:original_source_marker, MONSTER, born_in_chaos_v1:corpse_fly,12,1,3
5237, none, lionfishapi:original_source_marker, MONSTER, born_in_chaos_v1:dark_vortex,14,1,1
5238, none, lionfishapi:original_source_marker, MONSTER, born_in_chaos_v1:decaying_zombie,30,1,1
5239, none, lionfishapi:original_source_marker, MONSTER, born_in_chaos_v1:decrepit_skeleton,20,1,1
5240, none, lionfishapi:original_source_marker, MONSTER, born_in_chaos_v1:dire_hound_leader,4,1,1
5241, none, lionfishapi:original_source_marker, MONSTER, born_in_chaos_v1:door_knight,13,1,1
5242, none, lionfishapi:original_source_marker, MONSTER, born_in_chaos_v1:dread_hound,15,3,5
5243, none, lionfishapi:original_source_marker, MONSTER, realmrpg_wyrms:ender_wyrm,1,1,3
5244, none, lionfishapi:original_source_marker, MONSTER, born_in_chaos_v1:fallen_chaos_knight,5,1,1
5245, none, lionfishapi:original_source_marker, MONSTER, born_in_chaos_v1:krampus,2,1,1
5246, none, lionfishapi:original_source_marker, MONSTER, born_in_chaos_v1:krampus_henchman,9,2,3
5247, none, lionfishapi:original_source_marker, MONSTER, born_in_chaos_v1:lifestealer,3,1,1
5248, none, lionfishapi:original_source_marker, MONSTER, born_in_chaos_v1:missioner,4,1,1
5249, none, lionfishapi:original_source_marker, MONSTER, born_in_chaos_v1:mother_spider,15,1,1
5250, none, lionfishapi:original_source_marker, MONSTER, mowziesmobs:grottol,2,1,1
5251, none, lionfishapi:original_source_marker, MONSTER, born_in_chaos_v1:mr_pumpkin,15,1,3
5252, none, lionfishapi:original_source_marker, MONSTER, born_in_chaos_v1:nightmare_stalker,4,1,1
5253, none, lionfishapi:original_source_marker, MONSTER, born_in_chaos_v1:phantom_creeper,8,1,1
5254, none, lionfishapi:original_source_marker, MONSTER, realmrpg_wyrms:red_wyrm,1,1,1
5255, none, lionfishapi:original_source_marker, MONSTER, born_in_chaos_v1:restless_spirit,20,1,1
5256, none, lionfishapi:original_source_marker, MONSTER, born_in_chaos_v1:siamese_skeletons,16,1,1
5257, none, lionfishapi:original_source_marker, MONSTER, born_in_chaos_v1:sir_pumpkinhead,4,1,1
5258, none, lionfishapi:original_source_marker, MONSTER, born_in_chaos_v1:skeleton_demoman,12,1,1
5259, none, lionfishapi:original_source_marker, MONSTER, born_in_chaos_v1:skeleton_thrasher,8,1,1
5260, none, lionfishapi:original_source_marker, MONSTER, born_in_chaos_v1:spirit_guide_assistant,9,2,2
5261, none, lionfishapi:original_source_marker, MONSTER, born_in_chaos_v1:spirit_guide,16,1,1
5262, none, lionfishapi:original_source_marker, MONSTER, born_in_chaos_v1:spiritof_chaos,8,1,1
5263, none, lionfishapi:original_source_marker, MONSTER, born_in_chaos_v1:supreme_bonescaller,1,1,1
5264, none, lionfishapi:original_source_marker, MONSTER, born_in_chaos_v1:swarmer,11,1,1
5265, none, lionfishapi:original_source_marker, MONSTER, born_in_chaos_v1:zombie_bruiser,16,1,1
5266, none, lionfishapi:original_source_marker, MONSTER, born_in_chaos_v1:zombie_clown,8,1,1
5267, none, lionfishapi:original_source_marker, MONSTER, born_in_chaos_v1:zombie_fisherman,30,1,1
5268, none, lionfishapi:original_source_marker, MONSTER, born_in_chaos_v1:zombie_lumberjack,25,1,1
5269, none, lionfishapi:original_source_marker, CREATURE, born_in_chaos_v1:thornshell_crab,8,1,1
5270, none, lionfishapi:original_source_marker, WATER_CREATURE, born_in_chaos_v1:corpse_fish,5,3,5
5271, none, lionfishapi:original_source_marker, WATER_CREATURE, born_in_chaos_v1:glutton_fish,2,1,1
5272, none, lionfishapi:original_source_marker, WATER_AMBIENT, aquaculture:bluegill,20,1,6
5273, none, lionfishapi:original_source_marker, WATER_AMBIENT, aquaculture:brown_trout,10,1,3
5274, none, lionfishapi:original_source_marker, WATER_AMBIENT, aquaculture:carp,10,1,3
5275, none, lionfishapi:original_source_marker, WATER_AMBIENT, aquaculture:catfish,1,1,1
5276, none, lionfishapi:original_source_marker, WATER_AMBIENT, aquaculture:gar,6,1,2
5277, none, lionfishapi:original_source_marker, WATER_AMBIENT, aquaculture:minnow,18,1,5
5278, none, lionfishapi:original_source_marker, WATER_AMBIENT, aquaculture:muskellunge,3,1,1
5279, none, lionfishapi:original_source_marker, WATER_AMBIENT, aquaculture:perch,20,1,6
5280, none, lionfishapi:original_source_marker, WATER_AMBIENT, aquaculture:smallmouth_bass,10,1,3
5281, none, deeperdarker:overcast_columns, MONSTER, alexsmobs:farseer,30,1,1
5282, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:baby_skeleton,25,1,2
5283, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:baby_spider,16,3,5
5284, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:barrel_zombie,25,1,1
5285, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:bloody_gadfly,15,1,1
5286, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:bonescaller,11,1,1
5287, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:corpse_fly,12,1,3
5288, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:dark_vortex,14,1,1
5289, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:decaying_zombie,30,1,1
5290, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:decrepit_skeleton,20,1,1
5291, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:dire_hound_leader,4,1,1
5292, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:door_knight,13,1,1
5293, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:dread_hound,15,3,5
5294, none, deeperdarker:overcast_columns, MONSTER, realmrpg_wyrms:ender_wyrm,1,1,3
5295, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:fallen_chaos_knight,5,1,1
5296, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:krampus,2,1,1
5297, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:krampus_henchman,9,2,3
5298, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:lifestealer,3,1,1
5299, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:missioner,4,1,1
5300, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:mother_spider,15,1,1
5301, none, deeperdarker:overcast_columns, MONSTER, mowziesmobs:grottol,2,1,1
5302, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:mr_pumpkin,15,1,3
5303, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:nightmare_stalker,4,1,1
5304, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:phantom_creeper,8,1,1
5305, none, deeperdarker:overcast_columns, MONSTER, realmrpg_wyrms:red_wyrm,1,1,1
5306, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:restless_spirit,20,1,1
5307, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:siamese_skeletons,16,1,1
5308, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:sir_pumpkinhead,4,1,1
5309, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:skeleton_demoman,12,1,1
5310, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:skeleton_thrasher,8,1,1
5311, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:spirit_guide_assistant,9,2,2
5312, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:spirit_guide,16,1,1
5313, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:spiritof_chaos,8,1,1
5314, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:supreme_bonescaller,1,1,1
5315, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:swarmer,11,1,1
5316, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:zombie_bruiser,16,1,1
5317, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:zombie_clown,8,1,1
5318, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:zombie_fisherman,30,1,1
5319, none, deeperdarker:overcast_columns, MONSTER, born_in_chaos_v1:zombie_lumberjack,25,1,1
5320, none, deeperdarker:overcast_columns, CREATURE, born_in_chaos_v1:thornshell_crab,8,1,1
5321, none, deeperdarker:overcast_columns, WATER_CREATURE, born_in_chaos_v1:corpse_fish,5,3,5
5322, none, deeperdarker:overcast_columns, WATER_CREATURE, born_in_chaos_v1:glutton_fish,2,1,1
5323, none, deeperdarker:overcast_columns, WATER_AMBIENT, aquaculture:bluegill,20,1,6
5324, none, deeperdarker:overcast_columns, WATER_AMBIENT, aquaculture:brown_trout,10,1,3
5325, none, deeperdarker:overcast_columns, WATER_AMBIENT, aquaculture:carp,10,1,3
5326, none, deeperdarker:overcast_columns, WATER_AMBIENT, aquaculture:catfish,1,1,1
5327, none, deeperdarker:overcast_columns, WATER_AMBIENT, aquaculture:gar,6,1,2
5328, none, deeperdarker:overcast_columns, WATER_AMBIENT, aquaculture:minnow,18,1,5
5329, none, deeperdarker:overcast_columns, WATER_AMBIENT, aquaculture:muskellunge,3,1,1
5330, none, deeperdarker:overcast_columns, WATER_AMBIENT, aquaculture:perch,20,1,6
5331, none, deeperdarker:overcast_columns, WATER_AMBIENT, aquaculture:smallmouth_bass,10,1,3
5332, none, voidscape:overworld, MONSTER, minecraft:spider,5,1,1
5333, none, voidscape:overworld, MONSTER, minecraft:zombie,20,1,1
5334, none, voidscape:overworld, MONSTER, minecraft:skeleton,10,1,1
5335, none, voidscape:overworld, MONSTER, minecraft:creeper,5,1,1
5336, none, voidscape:overworld, MONSTER, alexsmobs:farseer,30,1,1
5337, none, voidscape:overworld, MONSTER, born_in_chaos_v1:baby_skeleton,25,1,2
5338, none, voidscape:overworld, MONSTER, born_in_chaos_v1:baby_spider,16,3,5
5339, none, voidscape:overworld, MONSTER, born_in_chaos_v1:barrel_zombie,25,1,1
5340, none, voidscape:overworld, MONSTER, born_in_chaos_v1:bloody_gadfly,15,1,1
5341, none, voidscape:overworld, MONSTER, born_in_chaos_v1:bonescaller,11,1,1
5342, none, voidscape:overworld, MONSTER, born_in_chaos_v1:corpse_fly,12,1,3
5343, none, voidscape:overworld, MONSTER, born_in_chaos_v1:dark_vortex,14,1,1
5344, none, voidscape:overworld, MONSTER, born_in_chaos_v1:decaying_zombie,30,1,1
5345, none, voidscape:overworld, MONSTER, born_in_chaos_v1:decrepit_skeleton,20,1,1
5346, none, voidscape:overworld, MONSTER, born_in_chaos_v1:dire_hound_leader,4,1,1
5347, none, voidscape:overworld, MONSTER, born_in_chaos_v1:door_knight,13,1,1
5348, none, voidscape:overworld, MONSTER, born_in_chaos_v1:dread_hound,15,3,5
5349, none, voidscape:overworld, MONSTER, realmrpg_wyrms:ender_wyrm,1,1,3
5350, none, voidscape:overworld, MONSTER, born_in_chaos_v1:fallen_chaos_knight,5,1,1
5351, none, voidscape:overworld, MONSTER, born_in_chaos_v1:krampus,2,1,1
5352, none, voidscape:overworld, MONSTER, born_in_chaos_v1:krampus_henchman,9,2,3
5353, none, voidscape:overworld, MONSTER, born_in_chaos_v1:lifestealer,3,1,1
5354, none, voidscape:overworld, MONSTER, born_in_chaos_v1:missioner,4,1,1
5355, none, voidscape:overworld, MONSTER, born_in_chaos_v1:mother_spider,15,1,1
5356, none, voidscape:overworld, MONSTER, mowziesmobs:grottol,2,1,1
5357, none, voidscape:overworld, MONSTER, born_in_chaos_v1:mr_pumpkin,15,1,3
5358, none, voidscape:overworld, MONSTER, born_in_chaos_v1:nightmare_stalker,4,1,1
5359, none, voidscape:overworld, MONSTER, born_in_chaos_v1:phantom_creeper,8,1,1
5360, none, voidscape:overworld, MONSTER, realmrpg_wyrms:red_wyrm,1,1,1
5361, none, voidscape:overworld, MONSTER, born_in_chaos_v1:restless_spirit,20,1,1
5362, none, voidscape:overworld, MONSTER, born_in_chaos_v1:siamese_skeletons,16,1,1
5363, none, voidscape:overworld, MONSTER, born_in_chaos_v1:sir_pumpkinhead,4,1,1
5364, none, voidscape:overworld, MONSTER, born_in_chaos_v1:skeleton_demoman,12,1,1
5365, none, voidscape:overworld, MONSTER, born_in_chaos_v1:skeleton_thrasher,8,1,1
5366, none, voidscape:overworld, MONSTER, born_in_chaos_v1:spirit_guide_assistant,9,2,2
5367, none, voidscape:overworld, MONSTER, born_in_chaos_v1:spirit_guide,16,1,1
5368, none, voidscape:overworld, MONSTER, born_in_chaos_v1:spiritof_chaos,8,1,1
5369, none, voidscape:overworld, MONSTER, born_in_chaos_v1:supreme_bonescaller,1,1,1
5370, none, voidscape:overworld, MONSTER, born_in_chaos_v1:swarmer,11,1,1
5371, none, voidscape:overworld, MONSTER, born_in_chaos_v1:zombie_bruiser,16,1,1
5372, none, voidscape:overworld, MONSTER, born_in_chaos_v1:zombie_clown,8,1,1
5373, none, voidscape:overworld, MONSTER, born_in_chaos_v1:zombie_fisherman,30,1,1
5374, none, voidscape:overworld, MONSTER, born_in_chaos_v1:zombie_lumberjack,25,1,1
5375, none, voidscape:overworld, CREATURE, born_in_chaos_v1:thornshell_crab,8,1,1
5376, none, voidscape:overworld, WATER_CREATURE, born_in_chaos_v1:corpse_fish,5,3,5
5377, none, voidscape:overworld, WATER_CREATURE, born_in_chaos_v1:glutton_fish,2,1,1
5378, none, voidscape:overworld, WATER_AMBIENT, aquaculture:bluegill,20,1,6
5379, none, voidscape:overworld, WATER_AMBIENT, aquaculture:brown_trout,10,1,3
5380, none, voidscape:overworld, WATER_AMBIENT, aquaculture:carp,10,1,3
5381, none, voidscape:overworld, WATER_AMBIENT, aquaculture:catfish,1,1,1
5382, none, voidscape:overworld, WATER_AMBIENT, aquaculture:gar,6,1,2
5383, none, voidscape:overworld, WATER_AMBIENT, aquaculture:minnow,18,1,5
5384, none, voidscape:overworld, WATER_AMBIENT, aquaculture:muskellunge,3,1,1
5385, none, voidscape:overworld, WATER_AMBIENT, aquaculture:perch,20,1,6
5386, none, voidscape:overworld, WATER_AMBIENT, aquaculture:smallmouth_bass,10,1,3
5387, none, palegardenbackport:pale_garden, MONSTER, minecraft:spider,100,4,4
5388, none, palegardenbackport:pale_garden, MONSTER, minecraft:zombie,95,4,4
5389, none, palegardenbackport:pale_garden, MONSTER, minecraft:zombie_villager,5,1,1
5390, none, palegardenbackport:pale_garden, MONSTER, minecraft:skeleton,100,4,4
5391, none, palegardenbackport:pale_garden, MONSTER, minecraft:creeper,100,4,4
5392, none, palegardenbackport:pale_garden, MONSTER, minecraft:slime,100,4,4
5393, none, palegardenbackport:pale_garden, MONSTER, minecraft:enderman,10,1,4
5394, none, palegardenbackport:pale_garden, MONSTER, minecraft:witch,5,1,1
5395, none, palegardenbackport:pale_garden, MONSTER, alexsmobs:farseer,30,1,1
5396, none, palegardenbackport:pale_garden, MONSTER, born_in_chaos_v1:baby_skeleton,25,1,2
5397, none, palegardenbackport:pale_garden, MONSTER, born_in_chaos_v1:baby_spider,16,3,5
5398, none, palegardenbackport:pale_garden, MONSTER, born_in_chaos_v1:barrel_zombie,25,1,1
5399, none, palegardenbackport:pale_garden, MONSTER, born_in_chaos_v1:bloody_gadfly,15,1,1
5400, none, palegardenbackport:pale_garden, MONSTER, born_in_chaos_v1:bonescaller,11,1,1
5401, none, palegardenbackport:pale_garden, MONSTER, born_in_chaos_v1:corpse_fly,12,1,3
5402, none, palegardenbackport:pale_garden, MONSTER, born_in_chaos_v1:dark_vortex,14,1,1
5403, none, palegardenbackport:pale_garden, MONSTER, born_in_chaos_v1:decaying_zombie,30,1,1
5404, none, palegardenbackport:pale_garden, MONSTER, born_in_chaos_v1:decrepit_skeleton,20,1,1
5405, none, palegardenbackport:pale_garden, MONSTER, born_in_chaos_v1:dire_hound_leader,4,1,1
5406, none, palegardenbackport:pale_garden, MONSTER, born_in_chaos_v1:door_knight,13,1,1
5407, none, palegardenbackport:pale_garden, MONSTER, born_in_chaos_v1:dread_hound,15,3,5
5408, none, palegardenbackport:pale_garden, MONSTER, realmrpg_wyrms:ender_wyrm,1,1,3
5409, none, palegardenbackport:pale_garden, MONSTER, born_in_chaos_v1:fallen_chaos_knight,5,1,1
5410, none, palegardenbackport:pale_garden, MONSTER, born_in_chaos_v1:krampus,2,1,1
5411, none, palegardenbackport:pale_garden, MONSTER, born_in_chaos_v1:krampus_henchman,9,2,3
5412, none, palegardenbackport:pale_garden, MONSTER, born_in_chaos_v1:lifestealer,3,1,1
5413, none, palegardenbackport:pale_garden, MONSTER, born_in_chaos_v1:missioner,4,1,1
5414, none, palegardenbackport:pale_garden, MONSTER, born_in_chaos_v1:mother_spider,15,1,1
5415, none, palegardenbackport:pale_garden, MONSTER, mowziesmobs:grottol,2,1,1
5416, none, palegardenbackport:pale_garden, MONSTER, born_in_chaos_v1:mr_pumpkin,15,1,3
5417, none, palegardenbackport:pale_garden, MONSTER, born_in_chaos_v1:nightmare_stalker,4,1,1
5418, none, palegardenbackport:pale_garden, MONSTER, born_in_chaos_v1:phantom_creeper,8,1,1
5419, none, palegardenbackport:pale_garden, MONSTER, realmrpg_wyrms:red_wyrm,1,1,1
5420, none, palegardenbackport:pale_garden, MONSTER, born_in_chaos_v1:restless_spirit,20,1,1
5421, none, palegardenbackport:pale_garden, MONSTER, born_in_chaos_v1:siamese_skeletons,16,1,1
5422, none, palegardenbackport:pale_garden, MONSTER, born_in_chaos_v1:sir_pumpkinhead,4,1,1
5423, none, palegardenbackport:pale_garden, MONSTER, born_in_chaos_v1:skeleton_demoman,12,1,1
5424, none, palegardenbackport:pale_garden, MONSTER, born_in_chaos_v1:skeleton_thrasher,8,1,1
5425, none, palegardenbackport:pale_garden, MONSTER, born_in_chaos_v1:spirit_guide_assistant,9,2,2
5426, none, palegardenbackport:pale_garden, MONSTER, born_in_chaos_v1:spirit_guide,16,1,1
5427, none, palegardenbackport:pale_garden, MONSTER, born_in_chaos_v1:spiritof_chaos,8,1,1
5428, none, palegardenbackport:pale_garden, MONSTER, born_in_chaos_v1:supreme_bonescaller,1,1,1
5429, none, palegardenbackport:pale_garden, MONSTER, born_in_chaos_v1:swarmer,11,1,1
5430, none, palegardenbackport:pale_garden, MONSTER, born_in_chaos_v1:zombie_bruiser,16,1,1
5431, none, palegardenbackport:pale_garden, MONSTER, born_in_chaos_v1:zombie_clown,8,1,1
5432, none, palegardenbackport:pale_garden, MONSTER, born_in_chaos_v1:zombie_fisherman,30,1,1
5433, none, palegardenbackport:pale_garden, MONSTER, born_in_chaos_v1:zombie_lumberjack,25,1,1
5434, none, palegardenbackport:pale_garden, CREATURE, born_in_chaos_v1:thornshell_crab,8,1,1
5435, none, palegardenbackport:pale_garden, AMBIENT, minecraft:bat,10,8,8
5436, none, palegardenbackport:pale_garden, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid,10,4,6
5437, none, palegardenbackport:pale_garden, WATER_CREATURE, born_in_chaos_v1:corpse_fish,5,3,5
5438, none, palegardenbackport:pale_garden, WATER_CREATURE, born_in_chaos_v1:glutton_fish,2,1,1
5439, none, palegardenbackport:pale_garden, WATER_AMBIENT, aquaculture:bluegill,20,1,6
5440, none, palegardenbackport:pale_garden, WATER_AMBIENT, aquaculture:brown_trout,10,1,3
5441, none, palegardenbackport:pale_garden, WATER_AMBIENT, aquaculture:carp,10,1,3
5442, none, palegardenbackport:pale_garden, WATER_AMBIENT, aquaculture:catfish,1,1,1
5443, none, palegardenbackport:pale_garden, WATER_AMBIENT, aquaculture:gar,6,1,2
5444, none, palegardenbackport:pale_garden, WATER_AMBIENT, aquaculture:minnow,18,1,5
5445, none, palegardenbackport:pale_garden, WATER_AMBIENT, aquaculture:muskellunge,3,1,1
5446, none, palegardenbackport:pale_garden, WATER_AMBIENT, aquaculture:perch,20,1,6
5447, none, palegardenbackport:pale_garden, WATER_AMBIENT, aquaculture:smallmouth_bass,10,1,3
5448, none, galosphere:pink_salt_caves, MONSTER, minecraft:spider,100,4,4
5449, none, galosphere:pink_salt_caves, MONSTER, minecraft:zombie,95,4,4
5450, none, galosphere:pink_salt_caves, MONSTER, minecraft:zombie_villager,5,1,1
5451, none, galosphere:pink_salt_caves, MONSTER, minecraft:skeleton,100,4,4
5452, none, galosphere:pink_salt_caves, MONSTER, minecraft:creeper,100,4,4
